"X","country","village","long","lat","n","y"
4891,"MALAWI","Mkoko",33.2836,-12.7992,50,0
4892,"MALAWI","Mlengwe",33.6173,-13.5507,50,0
4893,"MALAWI","Mlyowe",33.2835,-12.6862,45,0
4894,"MALAWI","Mnyanje",34.5338,-13.8333,40,0
4895,"MALAWI","Molukwa",33.0854,-9.6491,46,0
4896,"MALAWI","Moses Ngo",33.9261,-10.0187,39,0
4897,"MALAWI","Mpasa",35.5838,-15.7567,50,0
4898,"MALAWI","Mpembe",34.317,-13.9832,38,0
4899,"MALAWI","Mpenda",34.9676,-15.5667,46,5
4900,"MALAWI","Mphanga",33.2969,-13.6507,50,0
4901,"MALAWI","Mpinbe",35.0667,-15.3,50,0
4902,"MALAWI","Mpinde",35.7836,-15.6033,40,0
4903,"MALAWI","Mpingo",34.8667,-15.9033,42,8
4904,"MALAWI","Mpofu",33.7854,-13.1336,41,0
4905,"MALAWI","Mponda",33.8793,-9.7495,41,0
4906,"MALAWI","Mponela",33.5343,-13.5693,50,0
4907,"MALAWI","Mripa-Mta",35.3835,-15.05,45,0
4908,"MALAWI","Msakambwa",33.9182,-13.5182,47,0
4909,"MALAWI","Msikiti",34.0594,-10.7026,46,0
4910,"MALAWI","Msiwa",33.7576,-13.0517,38,0
4911,"MALAWI","Msomba",34.0336,-13.3659,39,0
4912,"MALAWI","Msukwa",33.6243,-9.8255,50,0
4913,"MALAWI","Mtachi",34.2839,-13.2967,39,0
4914,"MALAWI","Mtande",33.768,-13.5848,46,0
4915,"MALAWI","Mtengooli",34.017,-14.405,50,0
4916,"MALAWI","Mthiko",33.8202,-12.9667,50,0
4917,"MALAWI","Mthilanse",33.8495,-13.2854,50,0
4918,"MALAWI","Mtumba",35.2339,-15.1167,37,0
4919,"MALAWI","Mtupa",35.5506,-14.6842,48,0
4920,"MALAWI","Mulongola",34.5633,-15.6354,48,11
4921,"MALAWI","Mumba",33.3595,-9.8354,39,0
4922,"MALAWI","Munkuwa",33.6421,-10.7635,50,0
4923,"MALAWI","Muonekera",35.1838,-15.9667,50,14
4924,"MALAWI","Muwalo",34.6103,-14.6836,39,5
4925,"MALAWI","Mwacheses",34.0667,-10.3013,50,0
4926,"MALAWI","Mwadzama",34.286,-13.4133,43,0
4927,"MALAWI","Mwakabang",34.0095,-10.1354,49,0
4928,"MALAWI","Mwakikome",33.6992,-9.6257,50,0
4929,"MALAWI","Mwambata",33.6859,-9.6909,50,0
4930,"MALAWI","Mwangguru",33.8605,-9.7095,50,0
4931,"MALAWI","Mwangmra",33.0238,-9.4099,30,0
4932,"MALAWI","Mwangobwa",34.2006,-10.4877,50,0
4933,"MALAWI","Mwangoler",33.7876,-9.8833,50,0
4934,"MALAWI","Mwanje",35.1833,-15.65,50,2
4935,"MALAWI","Mwankundi",34.405,-13.7667,41,0
4936,"MALAWI","Mwasiya",34.7831,-16.1169,38,0
4937,"MALAWI","Mwegama",35.6835,-14.7491,31,0
4938,"MALAWI","Mwene Bak",33.1506,-9.5094,48,0
4939,"MALAWI","Mwenekumb",33.6598,-9.7661,50,0
4940,"MALAWI","Mwenenguw",33.9994,-9.9833,50,0
4941,"MALAWI","Mwenichin",33.4167,-9.5921,50,0
4942,"MALAWI","Mzenga",33.0153,-13.5167,50,0
4943,"MALAWI","Namabinzi",35.105,-16.0545,50,11
4944,"MALAWI","Namaja",35.7932,-15.9354,50,12
4945,"MALAWI","Namalaka",35.2011,-14.1333,42,0
4946,"MALAWI","Namanbu",33.8903,-13.8767,18,0
4947,"MALAWI","Namkwazi",33.4116,-9.7826,41,0
4948,"MALAWI","Nandaya",34.5407,-15.3667,43,6
4949,"MALAWI","Nanjiri",33.825,-14.0267,18,0
4950,"MALAWI","Nankhwali",34.85,-14.1335,50,0
4951,"MALAWI","Nansadi",35.2169,-15.8667,50,12
4952,"MALAWI","Nanseta",35.3055,-16.0393,50,12
4953,"MALAWI","Nauchi",33.5676,-13.4347,47,0
4954,"MALAWI","Nchacha",35.119,-16.6209,47,0
4955,"MALAWI","Ndala",34.8033,-16.0705,50,18
4956,"MALAWI","Ndalanda",34.7836,-15.9501,50,5
4957,"MALAWI","Ndenga",35.1835,-14.9318,50,0
4958,"MALAWI","Ndenga",35.4615,-14.8833,43,0
4959,"MALAWI","Ndindi",34.633,-14.2833,50,0
4960,"MALAWI","Ndunde",33.9733,-12.9114,50,0
4961,"MALAWI","Neno",34.6167,-15.434,50,13
4962,"MALAWI","Ngodzi",34.5167,-14.067,50,0
4963,"MALAWI","Nguza",34.3169,-13.5867,50,0
4964,"MALAWI","Nkhulambe",35.75,-15.8836,50,11
4965,"MALAWI","Nkoloma",35.3067,-15.4507,50,3
4966,"MALAWI","Nkoma",33.1678,-13.5133,43,0
4967,"MALAWI","Nkona",35.1505,-16.1684,50,11
4968,"MALAWI","Nkungulu",35.1838,-14.65,42,0
4969,"MALAWI","Nsoni",35.247,-15.7838,41,7
4970,"MALAWI","Ntendo",33.6243,-9.771,38,0
4971,"MALAWI","Nyirenda",33.3043,-10.9833,39,0
4972,"MALAWI","Phalula",35.2493,-15.0511,40,0
4973,"MALAWI","Pheleni",33.7067,-13.8253,22,0
4974,"MALAWI","Phuteya",35.4513,-15.2033,38,0
4975,"MALAWI","Sabuni",33.271,-9.726,43,0
4976,"MALAWI","Saidi",35.6333,-15.62,42,0
4977,"MALAWI","Samson",35.4367,-15.9667,43,8
4978,"MALAWI","Samson Ju",33.2059,-9.5339,40,0
4979,"MALAWI","Sawali",35.6327,-14.9505,36,0
4980,"MALAWI","Sichali",34.0169,-10.2039,50,0
4981,"MALAWI","Singano",35.0513,-16.0167,38,4
4982,"MALAWI","Singini",33.9261,-10.5667,50,0
4983,"MALAWI","Songa",34.8533,-14.5833,50,0
4984,"MALAWI","Sonjeka",35.5033,-16.167,50,13
4985,"MALAWI","Sosola",34.7833,-14.4335,50,0
4986,"MALAWI","Suza",33.4776,-12.9431,50,0
4987,"MALAWI","Tengani",35.2608,-16.7262,36,0
4988,"MALAWI","Thambani",34.4053,-15.7133,50,12
4989,"MALAWI","Thandwe",34.2503,-13.0277,50,0
4990,"MALAWI","Thanga",34.1242,-13.3763,50,0
4991,"MALAWI","Thekerani",35.2015,-16.3204,47,5
4992,"MALAWI","Thukuta",35.2647,-16.3833,50,9
4993,"MALAWI","Thumba",33.4067,-13.7703,17,0
4994,"MALAWI","Tomsala",34.5033,-15.7347,50,16
4995,"MALAWI","Tukomo",34.0255,-12.0756,47,0
4996,"MALAWI","Utale",35.05,-15.2066,41,0
4997,"MALAWI","Wankhama",33.8167,-11.0235,50,0
4998,"MALAWI","Wavyulu",33.5167,-10.8327,50,0
4999,"MALAWI","Wawulambo",33.8259,-9.7933,48,0
5000,"MALAWI","Wililo",33.619,-9.9026,50,0
5001,"MALAWI","Wilson",34.884,-15.5405,42,2
5002,"MALAWI","Wilson",35.2131,-15.1833,44,0
5003,"MALAWI","Yotamu",33.441,-9.9927,50,0
5004,"MALAWI","zithani",33.3761,-12.5005,50,0
